"Station Id",,"Avg. Test Fees","Station Name",Address,City,ZIP,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
1510,,$26,"KEN GARFF HYUNDIA SOUTHTO","10770 So Auto Mall Dr",Sandy,84070,40.577106,-111.889047,0.33,place,,,Sandy,UT,"Salt Lake County",84070,US,"TIGER/Line® dataset from the US Census Bureau"
1511,,$30,"EMISSIONS & SAFETY","1287 W 12600 S",RIVERTON,84065,40.521848,-111.928864,1,rooftop,1287,"W 12600 S",Riverton,UT,"Salt Lake County",84065,US,"Utah AGRC (and individual UT counties)"
1513,,$28,"SHORTSTOP EMISSION & INSP","25 E MILLER AVE","SALT LAKE CITY ",84115,40.701941,-111.890451,1,range_interpolation,25,"E Miller Ave","Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1514,,$30,"SWENSONS SAFETY & EMISSIO","134 W 2700 So Unit B","Salt Lake City",84115,40.712939,-111.895135,1,rooftop,134,"W 2700 S","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1515,,$34,"LANCER AUTOMOTIVE INC.","6205 S Highland Dr","Salt Lake City",84121,40.638221,-111.833964,1,rooftop,6205,"S Highland Dr","Salt Lake City",UT,"Salt Lake County",84121,US,"Utah AGRC (and individual UT counties)"
1516,,$33,"LHM FORD LINCOLN DRAPER","11442 So Lone Peak Pkwy",Draper,84020,40.506148,-111.869671,0.33,place,,,Draper,UT,"Salt Lake County",84020,US,"TIGER/Line® dataset from the US Census Bureau"
1517,,$34,"ALTA VIEW TIRES & SERVICE","1190 E 9400 So",Sandy,84094,40.580144,-111.856336,1,rooftop,1190,"E 9400 S",Sandy,UT,"Salt Lake County",84094,US,"Utah AGRC (and individual UT counties)"
1520,,$20,"5 SPEED AUTO LLC","4180 S State St #A","Salt Lake City",84107,40.680767,-111.888754,1,rooftop,4180,"S State St","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1521,,$42,"JERRY SEINER KIA","1532 S 500 W","SALT LAKE CITY",84115,40.736524,-111.905557,1,range_interpolation,1532,"S 500 W","Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1522,,$35,"PYRAMID AUTO SALES","4565 W 3500 S","WEST VALLEY CITY",84120,40.696339,-111.99965,1,rooftop,4565,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1523,,$30,"SALT LAKE MITSUBISHI","3734 S STATE ST","SALT LAKE CITY",84115,40.690187,-111.889286,1,rooftop,3734,"S State St","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1525,,$27,"HINCKLEY AUTOMOTIVE INC","4231 S STATE ST","SALT LAKE CITY",84107,40.679393,-111.887761,1,rooftop,4231,"S State St","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1526,,$30,"OQUIRRH TIRE SERVICE","5970 W DANNON WY","WEST JORDAN",84081,40.583295,-112.033336,1,rooftop,5970,"W Dannon Way","West Jordan",UT,"Salt Lake County",84081,US,"Utah AGRC (and individual UT counties)"
1527,,$38,CARBMASTER,"8409 S OLD BINGHAM HWY","WEST JORDAN",84088,40.598306,-111.972756,1,rooftop,8409,"S Old Bingham Hwy","West Jordan",UT,"Salt Lake County",84088,US,"Utah AGRC (and individual UT counties)"
1528,,$39,"BIG O TIRES","2002 E 3300 S","SALT LAKE CITY",84109,40.699694,-111.83373,1,rooftop,2002,"E 3300 S","Salt Lake City",UT,"Salt Lake County",84109,US,"Utah AGRC (and individual UT counties)"
1530,,$27,"BE AUTO SMART","7709 S REDWOOD RD","WEST JORDAN",84084,40.610779,-111.938432,1,rooftop,7709,"S Redwood Rd","West Jordan",UT,"Salt Lake County",84084,US,"Utah AGRC (and individual UT counties)"
1531,,$23,"ISAAC'S AUTOMOTIVE","2722 S CONSTITUTION BLVD","WEST VALLEY CITY",84119,40.711914,-111.958448,1,rooftop,2722,"S Constitution Blvd","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1532,,$35,"MASTER LUBE #30","4650 S CONSTITUTION BLVD","WEST VALLEY CITY",84129,40.668324,-111.958415,0.8,rooftop,4650,"S Constitution Blvd","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1535,,$30,"MERCEDES-BENZ OF DRAPER","11548 S LONE PEAK PKWY",DRAPER,84020,40.54167,-111.899888,1,rooftop,11548,"S Lone Peak Pkwy",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1537,,$20,"KIMBALL PROPERTY MAINT","12717 S 125 E",DRAPER,84020,40.51986,-111.887149,1,rooftop,12717,"S 125 E",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1538,,$11,"GARCIA AUTOMOTIVE","3994 S 300 W #64",MILLCREEK,84107,40.684777,-111.901866,1,rooftop,3994,"S 300 W","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1540,,$20,"NEW LEVEL PERFORMANCE EX","208 W PARAMOUNT AVE","SALT LAKE CITY",84115,40.736547,-111.897192,1,rooftop,208,"W Paramount Ave","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1541,,$35,"SUNBURST AUTOMOTIVE SVC","1760 S STATE ST","SALT LAKE CITY",84115,40.732,-111.888516,1,rooftop,1760,"S State St","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1543,,$35,"2 MECHANICS TRUCK & AUTO","1604 W 7800 S","WEST JORDAN",84088,40.609782,-111.936786,1,rooftop,1604,"W 7800 S","West Jordan",UT,"Salt Lake County",84088,US,"Utah AGRC (and individual UT counties)"
1544,,$17,"TECH MOTORS","7930 S STATE ST",MIDVALE,84047,40.607277,-111.891402,1,rooftop,7930,"S State St",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1545,,$40,"JIFFY LUBE NO 3851 ","7087 S BINGHAM JUNCTION BLVD",MIDVALE,84047,40.622816,-111.912491,1,rooftop,7087,"S Bingham Junction Blvd",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1546,,$25,"QUALITY AUTO","3575 S WEST TEMPLE ST","SALT LAKE CITY",84115,40.693525,-111.893828,1,range_interpolation,3575,"S West Temple St","Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1547,,$34,"MPG CAR CARE","9356 S STATE ST",SANDY,84070,40.581315,-111.891381,1,rooftop,9356,"S State St",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1548,,$22,"CURT'S CAR WASH ","9251 S 1300 E",SANDY,84094,40.58296,-111.852782,1,rooftop,9251,"S 1300 E",Sandy,UT,"Salt Lake County",84094,US,"Utah AGRC (and individual UT counties)"
1550,,$30,"K & S AUTOMOTIVE","4608 W 4100 S","WEST VALLEY CITY",84120,40.682285,-112.001408,1,rooftop,4608,"W 4100 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1551,,$15,"RUSH DIESEL & AUTOMOTIVE","7936 S STATE ST",MIDVALE,84047,40.607179,-111.891403,1,rooftop,7936,"S State St",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1552,,$28,"EQUITY AUTO ","2437 S 3270 W","WEST VALLEY CITY",84119,40.717385,-111.968605,1,rooftop,2437,"S 3270 W","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1553,,$37,"SUPERIOR AUTO REPAIR","3555 S 700 W #D","SALT LAKE CITY",84119,40.694732,-111.910762,1,rooftop,3555,"S 700 W","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1554,,$20,"BIZ AUTO ","3999 S MAIN ST NG","SALT LAKE CITY",84107,40.685007,-111.890917,1,rooftop,3999,"S Main St","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1555,,$20,"ALLIANCE AUTO GROUP LLC ","7291 S STATE ST UNIT 2",MIDVALE,84047,40.618963,-111.890019,1,rooftop,7291,"S State St",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1557,,$27,"SANDY CITY CORP - FLEET","8775 S 700 W",SANDY,84070,40.592421,-111.909682,1,rooftop,8775,"S 700 W",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1558,,$30,"AA AUTO REPAIR ","4301 W 3500 S","WEST VALLEY CITY",84120,40.696392,-111.993902,1,rooftop,4301,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1559,,$34,"J & D AUTO REPAIR","634 W CENTER ST",MIDVALE,84047,40.61109,-111.90843,1,rooftop,634,"W Center St",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1561,,$37,"WARNER VANS OF UTAH","5396 W 2400 S","WEST VALLEY CITY",84120,40.718822,-112.019975,1,rooftop,5396,"W 2400 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1562,,$30,"VIOC DRAPER","603 E 12300 S",DRAPER,84020,40.527119,-111.87497,1,rooftop,603,"E 12300 S",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1563,,$75,"INTEGRITY FIRST AUTOMOTIV","8020 S 1300 W","WEST JORDAN",84088,40.605596,-111.92904,1,range_interpolation,8020,"S 1300 W","West Jordan",UT,"Salt Lake County",84088,US,"TIGER/Line® dataset from the US Census Bureau"
1565,,$22,"GOLDEN LAND AUTOMOTIVE","3845 S STATE ST","SOUTH SALT LAKE",84115,40.688072,-111.887935,1,rooftop,3845,"S State St","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
1566,,$34,"MAGNA AUTO & TIRE CENTER","8120 W 3500 S",MAGNA,84044,40.696762,-112.08481,1,rooftop,8120,"W 3500 S",Magna,UT,"Salt Lake County",84044,US,"Utah AGRC (and individual UT counties)"
1567,,$28,"KEN GARFF WVF","4091 W 3500 S","WEST VALLEY CITY",84120,40.694897,-111.988373,1,rooftop,4091,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1568,,$39,"GREASE MONKEY","214 E 13800 S",DRAPER,84020,40.500431,-111.884447,1,rooftop,214,"E 13800 S",Draper,UT,"Salt Lake County",84020,US,"Utah AGRC (and individual UT counties)"
1569,,$37,"GREASE MONKEY","2928 S GLEN EAGLE DR","WEST VALLEY CITY",84128,40.70687,-112.026289,1,rooftop,2928,"S Glen Eagles Dr","Salt Lake City",UT,"Salt Lake County",84128,US,"Utah AGRC (and individual UT counties)"
1570,,$35,"LHM USED CAR SUPERMARKET ","200 W 9000 S",SANDY,84070,40.588547,-111.896822,1,rooftop,200,"W 9000 S",Sandy,UT,"Salt Lake County",84070,US,"Utah AGRC (and individual UT counties)"
1571,,$39,"D & V AUTO REPAIR INC ","3495 S 8400 W",MAGNA,84044,40.696937,-112.091553,1,rooftop,3495,"S 8400 W",Magna,UT,"Salt Lake County",84044,US,"Utah AGRC (and individual UT counties)"
1572,,$32,"GERMAN AUTO SPECIALISTS","1372 W 7800 S","WEST JORDAN",84088,40.609942,-111.931292,1,rooftop,1372,"W 7800 S","West Jordan",UT,"Salt Lake County",84088,US,"Utah AGRC (and individual UT counties)"
1573,,$27,"WEST AUTO SALES","3777 S REDWOOD RD","WEST VALLEY CITY",84119,40.689881,-111.937992,1,rooftop,3777,"S Redwood Rd","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1574,,$42,"BIG O TIRES","3557 S 5600 W","WEST VALLEY CITY",84120,40.695197,-112.024319,1,rooftop,3557,"S 5600 W","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1575,,$30,"RIVERS AUTO SOLUTIONS LLC","1010 W MARGARET AVE","SALT LAKE CITY",84104,40.731043,-111.920255,1,rooftop,1010,"W Margaret Ave","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
1576,,$33,"MAGNA AUTOMOTIVE CENTER ","8840 W MAGNA MAIN ST",MAGNA,84044,40.711355,-112.102434,1,rooftop,8840,"W Magna Main St",Magna,UT,"Salt Lake County",84044,US,"Utah AGRC (and individual UT counties)"
1577,,$46,"HAVOLINE XPRESS LUBE","9492 S HIGHLAND DR",SANDY,84092,40.578645,-111.836068,1,rooftop,9492,"S Highland Dr",Sandy,UT,"Salt Lake County",84092,US,"Utah AGRC (and individual UT counties)"
1578,,$30,"MEINEKE OF MURRAY","4670 S 900 E",MURRAY,84117,40.668933,-111.867226,1,rooftop,4670,"S 900 E","Salt Lake City",UT,"Salt Lake County",84117,US,"Utah AGRC (and individual UT counties)"
1579,,$25,"V and C Auto Repair","3406 S Redwood Rd.","West Valley City",84119,40.698495,-111.939242,1,rooftop,3406,"S Redwood Rd","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1580,,$35,"INTERMOUNTAIN LIFT TRUCK","2530 W 1500 S","SALT LAKE CITY",84104,40.738048,-111.955772,1,rooftop,2530,"W 1500 S","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
1581,,$21,"AFG AUTO REPAIR","4651 S 500 W #10",MURRAY,84123,40.671531,-111.905366,1,rooftop,4651,"S 500 W","Salt Lake City",UT,"Salt Lake County",84123,US,"Utah AGRC (and individual UT counties)"
1582,,$28,"BLUE PISTON AUTO REPAIR ","319 W VINE ST",MURRAY,84107,40.660629,-111.900205,1,rooftop,319,"W Vine St","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1583,,$25,"A & P PROMOBILE INC.","2212 S W TEMPLE #28","SALT LAKE CITY",84115,40.714496,-111.893118,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1584,,$36,"BB EMISSIONS","4832 S MURRAY BLVD",MURRAY,84123,40.666839,-111.906769,1,rooftop,4832,"S Murray Blvd","Salt Lake City",UT,"Salt Lake County",84123,US,"Utah AGRC (and individual UT counties)"
1585,,$39,"TUNEX OF COTTONWOOD","6955 S GREENFIELD WAY","COTTONWOOD HEIGHTS",84121,40.625153,-111.836392,1,rooftop,6955,"S Greenfield Way","Salt Lake City",UT,"Salt Lake County",84121,US,"Utah AGRC (and individual UT counties)"
1586,,$10,"POLANCO SERVICES","3999 S MAIN STREET #6","MILLCREEK ",84107,40.685007,-111.890917,1,rooftop,3999,"S Main St","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1587,,$20,"CARZONE AUTO CARE","1999 W 3500 S","WEST VALLEY CITY",84119,40.696373,-111.944536,1,rooftop,1999,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
1588,,$27,"PATAGONIA AUTO SALES","377 W 5900 S",MURRAY,84107,40.642706,-111.90106,1,rooftop,377,"W 5900 S","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1589,,$21,"TJ CHAPMAN AUTO","2021 N REDWOOD RD #B","NORTH SALT LAKE",84116,40.811106,-111.939919,1,rooftop,2021,"N Redwood Rd","Salt Lake City",UT,"Salt Lake County",84116,US,"Utah AGRC (and individual UT counties)"
1590,,$35,"CERTIFIED AUTOMOTIVE","3361 S WEST TEMPLE","SALT LAKE CITY",84115,40.698271,-111.893838,1,range_interpolation,3361,"S West Temple","Salt Lake City",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1591,,$15,"BLUE STAR INSPECTIONS","640 W 7250 S",MIDVALE,84047,40.62034,-111.908252,1,rooftop,640,"W 7250 S",Midvale,UT,"Salt Lake County",84047,US,"Utah AGRC (and individual UT counties)"
1592,,$25,"GUS PAULOS CHEVY","4050 W 3500 S","WEST VALLEY CITY",84120,40.697267,-111.987577,1,rooftop,4050,"W 3500 S","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
1593,,$21,"DANIEL'S EMISSIONS","79 W FREMONT AVE","SALT LAKE CITY",84101,40.74466,-111.89341,1,rooftop,79,"W Fremont Ave","Salt Lake City",UT,"Salt Lake County",84101,US,"Utah AGRC (and individual UT counties)"
1594,,$31,"FULTON AUTOMOTIVE","2755 E 3300 S",MILLCREEK,84109,40.700173,-111.813922,1,rooftop,2755,"E 3300 S","Salt Lake City",UT,"Salt Lake County",84109,US,"Utah AGRC (and individual UT counties)"
1595,,$31,"CHAVEZ AUTO SALES","1520 S PIONEER RD","SALT LAKE CITY",84104,40.737213,-111.958346,1,rooftop,1520,"S Pioneer Rd","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
1596,,$34,"BURT BROTHERS TIRE & SERV","204 E 300 S","SALT LAKE CITY",84111,40.762677,-111.88529,1,range_interpolation,204,"E 300 S","Salt Lake City",UT,"Salt Lake County",84111,US,"TIGER/Line® dataset from the US Census Bureau"
1597,,$25,"EL GARAGE AUTO SERVICE","5419 S 4015 W",TAYLORSVILLE,84129,40.652758,-111.986504,1,rooftop,5419,"S 4015 W","Salt Lake City",UT,"Salt Lake County",84129,US,"Utah AGRC (and individual UT counties)"
1598,,$35,"JEFFREY P DAVIS AUTOMOTIV","4707 S COMMERCE DR",MURRAY,84107,40.669558,-111.898523,1,rooftop,4707,"S Commerce Dr","Salt Lake City",UT,"Salt Lake County",84107,US,"Utah AGRC (and individual UT counties)"
1599,,$31,"BIG O TIRES","4646 S 900 E","SALT LAKE CITY",84117,40.67139,-111.865679,1,range_interpolation,4646,"S 900 E","Salt Lake City",UT,"Salt Lake County",84117,US,"TIGER/Line® dataset from the US Census Bureau"
1600,,$34,"EMISSIONS PLUS","1699 W NORTH TEMPLE ST","SALT LAKE CITY",84116,40.771373,-111.938811,0.7,range_interpolation,1699,"N Temple St","Salt Lake City",UT,"Salt Lake County",84116,US,"TIGER/Line® dataset from the US Census Bureau"
1601,,$50,"VALVOLINE INSTANT OIL ","1065 E 9400 S",SANDY,84094,40.581191,-111.860347,1,rooftop,1065,"E 9400 S",Sandy,UT,"Salt Lake County",84094,US,"Utah AGRC (and individual UT counties)"
4011,,$27,"KENWORTH SALES CO. INC.","2125 CONSTITUTION BLVD","WEST VALLEY",84119,40.724548,-111.957919,1,range_interpolation,2125,"Constitution Blvd","Salt Lake City",UT,"Salt Lake County",84119,US,"TIGER/Line® dataset from the US Census Bureau"
4013,,$60,"PRECISION TRUCK & TRAILER","1220 SO PIONEER RD","SALT LAKE CITY",84104,40.747845,-111.9841,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84104,US,"TIGER/Line® dataset from the US Census Bureau"
4014,,$93,"UNITED DIESEL SERVICE INC","1905 SO PIONEER RD","SALT LAKE CITY",84104,40.747845,-111.9841,0.33,place,,,"Salt Lake City",UT,"Salt Lake County",84104,US,"TIGER/Line® dataset from the US Census Bureau"
4021,,$15,"RYDER TRUCK RENTAL","3444 W DIRECTORS ROW","SALT LAKE CITY",84104,40.746182,-111.973325,1,rooftop,3444,"W Directors Row","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
4025,,$40,"FREIGHTLINER OF UTAH","2240 S 5370 W","WEST VALLEY CITY",84120,40.72267,-112.020132,1,rooftop,2240,"S 5370 W","Salt Lake City",UT,"Salt Lake County",84120,US,"Utah AGRC (and individual UT counties)"
4044,,$41,"COMMERCIAL TRUCKS SALES &","2466 S 2570 W","WEST VALLEY",84119,40.716973,-111.956078,1,rooftop,2466,"S 2570 W","Salt Lake City",UT,"Salt Lake County",84119,US,"Utah AGRC (and individual UT counties)"
4045,,$40,"SEAGULL DIESEL REPAIR INC","2223 N REDWOOD RD","SALT LAKE CITY",84116,40.815402,-111.938628,1,range_interpolation,2223,"State Rte 68","Salt Lake City",UT,"Salt Lake County",84116,US,"TIGER/Line® dataset from the US Census Bureau"
4053,,$48,"TIRE WORLD TRUCK CENTER","431 W 1500 SO","SALT LAKE CITY",84115,40.736605,-111.902688,1,rooftop,431,"W 1500 S","Salt Lake City",UT,"Salt Lake County",84115,US,"Utah AGRC (and individual UT counties)"
4055,,$35,"RUSH INTERNATIONAL TRUCK","964 SOUTH 3800 WEST","SALT LAKE CITY",84104,40.747749,-111.983677,1,rooftop,964,"S 3800 W","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
4056,,$40,"PETE'S DIESEL","5701 W 700 SO","SALT LAKE CITY",84104,40.755155,-112.026913,1,rooftop,5701,"W 700 S","Salt Lake City",UT,"Salt Lake County",84104,US,"Utah AGRC (and individual UT counties)"
,,,,,,,39.334993,-111.656333,1,state,,,,UT,,,US,"US Census Bureau"
Average,,"$ 33",,,,,39.334993,-111.656333,1,state,,,,UT,,,US,"US Census Bureau"
